Location,lat,lon
the esplanade and mark,,
brimley and port royal,,
brimley and mcnichol,,
bathurst and niagara,,
kingston and kildonan,,
st. clair and yonge,,
1745 bloor street,43.6687015,-79.3941295
973 weston road,43.6870599,-79.4897543
bloor and high park,,
312 main street,43.6885805,-79.302335
trethewy and eglinton,,
jack layton and matthe,,
royal york and newcast,,
swells and littles,,
eglinton and bruce,,
dixion and atwell,,
south drive and glen r,,
weston and aura lea,,
bertrand and warden,,
wilson and murrary,,
steeles and mountcastl,,
christe and follis,,
st. clair and alberta,,
humber and weston,,
woodbine and mortimer,,
islington and fenley,,
220 sheppard ave,43.763932,-79.4009247
shebourne and bloor,,
davenport and bathurst,,
yonge and newton,,
lawrence and islington,,
warden station- outsi,,
yonge and alexander,43.6628854,-79.3835168
royal york and van dus,,
parkview and elswick,,
leslie and finch eb,,
steeles loop - kipling,,
midland and treewood,,
underpass gate and fen,,
1868 avenue,43.7318275,-79.4195729
woodbine and strathmor,,
kingston and glen ever,,
rexdale and martingrov,,
38 monte kwinter,43.73359,-79.44883
willowridge and earldo,,
steeles east and briml,,
vanderhoof and brentcl,,
commander boulevard an,43.7943125,-79.2652195
keele and st. clair we,,
steeles east and dairi,,
sheppard east and dean,,
2631 jane st,43.73656,-79.51198
kennedy and collingwoo,,
kipling and longfield,,
eastern and carlaw,,
lakeshore and royal yo,,
1330 lansdowne,43.6756948,-79.4505688
spanbridge road and gr,,
elmhurst and alboin,,
queensway and zorra,,
st regis crescent and,,
lakeshore and tenth,,
swells and morningside,,
browns line and finsbu,,
dufferin street and or,,
strathmore blvd and co,,
oriole and eglinton,,
humber college (silver,,
atwell and marmac,,
woodbine and cassels,,
victoria park and erne,,
markham and bur oak,,
135 jefferson avenue,43.6397274,-79.4219015
pharmacy and st clair,,
torbarrie and wilson,,
warden station - track,,
jethro and wilson,,
sheppard and bay mills,,
steeles east and redle,,
avenue and lonsdale,,
dundas west and bloor,,
dufferin and king west,,
steeles east and esna,,
greenwood and ivy,,
pearons airport termin,,
warden and burn hill,,
sherbourne and lower j,,
sugar beach park,43.64333,-79.3675359
dufferin and rosecliff,,
islington and baker,,
pharmacy and bolster,,
eglinton and edith,,
mimico and lakeshore b,,
pane and linton,,
wellesely and jarvis t,,
moringside and morning,,
lakeshore and don road,,
scarborough cetre stat,,
lawson and wichey,,
birchmount and pinegro,,
lawson rd and wichey r,,
high park,43.6462813,-79.4637945
fiseshire and carluke,,
selwells and neilson,,
north queen and nova,,
pape and westwood,,
broadview and dundas,,
420 sammon avenue,43.68784,-79.33128
queens quay and bonnie,,
sheppard and arleta av,,
1210 chesterton shrs,43.7810997,-79.1297508
thorncliffe park,43.704553,-79.3454074
industry and todd bayl,,
signet and ormont,,
188 jameson,43.6391061,-79.4371456
tank farm and silver d,,
kennedy and marilyn,,
martingrove and tollin,,
yonge and harbour,,
bathurts and fishervil,,
oakdale and eddiestone,,
wilson and burgundy,,
ian mcdonald,,
neilson and crow,,
weston and victoria bl,,
roncesvalles and howar,,
highway 27 and steeles,,
sheppard and conlins,,
keele and hwy 401,,
howard moscoe way,43.7771462,-79.5085085
evans and sherway,,
markham and blake mano,,
lawrence and howden,,
eglinton and gilbert,,
islington statin,,
scarlett and edenbridg,,
symington and adrain,,
east mall and queenswa,,
weston and bartonville,,
lawarence and kennedy,,
scaroborough centre st,,
curity and o connor,,
mccowan and bushby,,
st. phillips and westo,,
curity and o'connor,,
northumerland and ossi,,
st clair and marsh,,
dixon and silver dart,,
eglington and islingto,,
eglinton and mcroberts,,
anglesey and royal yor,,
wilson and e and jethr,,
ajor mackenzie and hig,,
woodbine and oconnor,,
warden and mcnichol,,
walsh and wilson,,
front and princess,,
roselawn and e of duff,,
glencairn and caldedon,,
marlee and wenderley,,
keele and 401,43.7454259,-79.4872903
prado and roselawn,,
belfield and highway 2,,
mortimer and logan,,
lawrence and welland,,
brentcliffe and vander,,
lawrence and townley,,
jfinch station,,
south service and tran,,
eglinton and mc cowan,,
leslie and commisioner,,
scaroborugh and meadow,,
tapscott and crowtrail,,
albion and islington,,
finch and yonge (east,,
broadview and millbroo,,
commisioners and lesli,,
400 and 401,,
scarborough ctr stn,43.7744371,-79.257805
2467 eglinton ave e,43.7326575,-79.261697
black creek and todd b,,
arrow garage to change,,
westway and sun row,,
parliment and winchest,,
pharmacy and huntingda,,
trethewey drive and pa,,
400 danforth road,43.7046116,-79.2697432
king and massey,,
duferin and whitmore,,
doversourt road and no,,
sundas west station,,
maniza and hanover,,
forth bridge and calvi,,
keele and keelgate,,
castleton and pritchar,,
humber college bus bay,,
westlake and hamstead,,
bathurst street and wa,,
kingston at guildwood,43.7517118,-79.2042614
davenport and dartnell,,
eastwood and gainsboro,,
military trail and old,,
davenport and ossingto,,
international blvd and,,
hinton and elmhurst,,
weston and phillips,,
weton and flindon,,
newgale gate and finch,,
airport and northwest,,
van horne and victoria,,
284 danforth ave,43.6772276,-79.3543033
sewells and hupfield t,,
brichmount garage,,
royal york and stanley,,
caledonia and rogers r,,
finch and kenneth - e,,
yonge n of finch,43.7794293,-79.4180878
steeles and maxim,,
steeles and gihon spri,,
missisauga transit way,,
scarlett n of lawrence,,
lawrence and martini,,
steinway and signal hi,,
birchmount and brookmi,,
manor and bayview,,
bathurst and clarck,,
bay and lake shore wes,,
lawrence west and pine,,
fairview and godstone,,
laurentide and barnwoo,,
victoria park and phar,,
lake shore west and ma,,
eglinton ave west and,,
mccowan rd and triton,,
finch and weston centr,,
mount pleasant and da,,
melrose and yonge,,
monringside and finch,,
terminal #3 arrivals,,
bouchette and commissi,,
humberline and viewcre,,
jane and cornell,,
keele and vine,,
tapscott and wasburn,,
rathburn and islington,,
lawrence east and brim,,
ossington and queen we,,
horner and connorvale,,
birchmount and dulvert,,
finch and beecroft rd,,
browns line and valerm,,
dufferin and rosemount,,
sheppard east and neil,,
finch east and yonge,,
steeles east and fento,,
lakeshore and ellis,,
calendonia and glengro,,
berkeley and front eas,,
humber and cliff,,
hollinger and dohme,,
cherry and lake shore,,
wilson and muray,,
sheppard east and midl,,
jane and johns,,
the west mall and mall,,
77 howard street,43.6708625,-79.3727924
woodbine and brookbank,,
steeles and director,,
ray and industry,,
eglinton west and orio,,
keele and densley,,
dundas west and chelse,,
kipling and six point,,
davenport and old west,,
eglinton ave and mt. p,,
elm and glenn,,
603 evans ave,43.6106356,-79.5483745
eglinton east and phar,,
eglinton and malree,,
keele and hillsview,,
york mills and cedarwo,,
donlands and woodville,,
weton and birdstone,,
st albans and west ser,,
bayview and nessbitt,,
41 pembroke street,43.65752,-79.37182
sherway gardens bus te,,
eglinton west and keel,,
carlaw and lakeshore e,,
crockford and lawrence,,
cactus and peckham,,
lawrence and orton par,,
tretheway and eglingto,,
bluffers park rd - bri,,
the donway and dutch m,,
steeles east and mccow,,
lake shore and carlaw,,
major mackenzie and br,,
castlemore and fred mc,,
eglinton west and jimm,,
fenside and slidell,,
bloor and kingsway,,
gerrard and munro,,
coxwell at lower gerra,,
queensway and parklawn,,
spadina and st clair,,
yonge and melrose,,
lawrence and chicoutim,,
symington and paton,,
jack layton way and st,,
meadowadale and sheppa,,
lawrence and leslie,,
the donway east and la,,
dn mills and graydon h,,
williamson and wineva,,
bloor and acorn,,
dundas st west and hum,,
queensway and st lawre,,
de boers and sheppard,,
warden and canadian,,
88 carlhall road,,
lansdowne and paton,,
trethewey and clearvie,,
avenue and ridle,,
tapscott and washburn,,
west humber and kiplin,,
morningstar and airpor,,
warden and cass,,
jane and lessard,,
sheppard ave e and con,,
don mill and mallard,,
emerson and dupont,,
mt dennis,43.6877711,-79.4878946
saskatchewan and duffe,,
todd brook and islingt,,
duffrin and dundas,,
lansdown and st clair,,
3306 sheppard ave,43.7787921,-79.3081973
47 berwick ave,43.7036684,-79.3991706
woodbine route,,
victoria park and bigg,,
eglinton anf don mills,,
queens quey and freela,,
tretheway and milleium,,
485 danforth rd,43.7354434,-79.2471969
jesmond and vaughan,,
warden and frey,,
old dundas and varsity,,
jane and handing,,
huntingwood and midlan,,
kennedy stationa,,
kipling and rowantree,,
mccown and southdale,,
queensway west yard,,
bathurst and tricheste,,
fort york and dan leck,,
bloor and east mall,,
bloor and ashbourne,,
strachan and manitoba,,
ellesmere and claudius,,
lansdowne and s of st,,
dufferin and ridelle,,
st. clair and mariposa,,
senlac and lurgan,,
reddins and crosland,,
spadina and wellington,,
liberty and hana,,
bayview and teagarden,,
aukland and dundas (ou,,
airport and hwy 427,,
manitoba to exhibition,43.6364447,-79.4115725
dundas and yonge,43.6563275,-79.3809079
eglington stn,,
woodbine stn,43.7063837,-79.5968745
1900 sheppard ave,43.74003,-79.50971
runnymede and mcgregor,,
christie and lamberlod,,
st clair west and chri,,
ellesemere and mccowan,,
maple leaf and bourdon,,
steeles avenue and wal,,
morningside and nighst,,
cosburn and gowan,,
van horne and bickerto,,
st albans road and auk,,
lawrence and chiswick,,
kipling and north heig,,
kipling and genthorn,,
sheppard distribution,,
meadowvale and 401,,
wilson and bathrust,,
guildwood and mornings,,
gatewat and grenoble,,
wilson and steeles,,
westway and trehorne,,
bathurst and mcgillivr,,
35 loire ct,43.75281,-79.5999
sheppard and morningis,,
195 rexleigh,43.705052,-79.3056769
merton and bayview,,
kipling and kidron val,,
humberwood blvd loop a,,
canada blvd and strach,,
woodbury and brownslin,,
400 and finch,43.7572632,-79.5176734
moore and lumley,,
40 bertrand ave,43.735095,-79.2841002
humberwood blvd and to,,
sheppard and morninhsi,,
humber college blvd,43.7306967,-79.6066821
jane and st john's,,
church and wellesley,43.6656646,-79.380936
renforth go station,,
rexdale and bergamont,,
keele and ashwarren,,
wintermute and mount c,,
kennedy and linwood,,
lawrene and bayview,,
lawerence and underhil,,
jetliner road and airp,,
steles and hilda,,
bloor and avenue road,,
avon loop at weston ro,,
bloor and laurel,,
newfoundland and princ,,
castleton and prichard,,
jane street station,,
gerrard and don jail r,,
st. clair and pharmacy,,
lesmill and york mills,,
grenoble and spanbirdg,,
dundas and lansdowne,,
427 and dundas,,
the west mall and waul,,
dufferin and bentworth,,
rogers and kane,,
7553 eglinton ave e,43.7250392,-79.2997626
allness and brisbane,,
christie and st. clair,,
scarlett and chapman,,
royal york and manitob,,
eglinton ave w and las,,
wilson and champlain,,
44 coe hill drive,43.6391166,-79.4697102
kingston rd and guildw,,
holiday inn - 600 dixo,,
midland and pitfield,,
sunnybrook hospital -,43.7227482,-79.3755416
wellesworth and gentia,,
wilson and daliner,,
unknown location,,
st. clair and vaughan,,
steeles and steinway,,
bamborough and warden,,
steinway and steeles,,
flemington and stockto,,
jane and harvey,,
kipling and etobicoke,,
west toronto and keele,,
kington and sheppaerd,,
mcnicoll and morbent,,
mcnisoll and hines,,
staines road and seaso,,
queen and workman,,
shoreham and murray ro,,
greenwind and bathurst,,
jane and queens,,
kingston and fenwood h,,
burnamthorpe and kipli,,
sherbourne and ancrost,,
jack layton and broadv,,
kingston and park cres,,
howard moscoe and nort,,
blue jays and navy wha,,
west way and benbow,,
windermere place,43.63804,-79.471427
sheppard loop- meadowv,,
gardiner ewpy and dowl,,
kennedy station - 43 b,43.7318344,-79.2639051
underhill and lawrence,,
mcnicoll and middlefie,,
arcot and tandridge,,
32 huddleton crt,,
grangeway and bushby,,
eglington and duplex,,
parliament and small,,
eglinton and russell,,
dundas and parliment,,
midland and duxbury,,
cactus and connaught,,
lawrence and orton,,
woodbine and lakeshore,,
concorde and mcdonalds,,
hupfield and swells,,
ian macdonald boulevar,,
west way and kipling,,
spadina and king,43.6411283,-79.4169894
bloor and aukland,,
1101 jane st,43.721166,-79.508735
ian mcdonald and chimn,,
weston and king,,
3317 dufferin,43.722475,-79.4564141
263 carrier drive,43.7508981,-79.6142703
st clair and clifton,,
tapscott and neilson,,
symington and ernest,,
jane and beverly hill,,
overlea boulevard and,,
1151 davenport road,43.6745465,-79.4316693
crescent and south dri,,
2 lebovic ave,43.7266821,-79.2915373
jack lyton way and blu,,
jane street and frith,,
parliament and mill st,,
kingston and brooklawn,,
dupont and christie,,
raab boulevard and hos,,
ian mcdonald blvd and,,
eglinton and blackhorn,,
weston and ray ave,,
steeles east of bathur,,
lakeshore and the don,,
parkside and howard pa,,
norfinch and shoreham,,
lawrence and hickory,,
highway 27 bewteen dix,,
finch east and tapscot,,
finch west and weston,,
yonge and glencairn,,
steeles east and eastv,,
eglinton west and bath,,
dundas west and annett,,
york mills west of bay,,
keele and lawrence wes,,
victoria park and patr,,
kennedy and dancy,,
eglinton east and redp,,
1733 dufferin,43.67967,-79.44339
eglinton east and lebo,,
finch east and birchmo,,
woodbine beach (ashbri,,
mccowan road and 401,,
dundas street west and,43.6497546,-79.4169916
dufferin and mackay av,,
bathurst and lakeshore,,
steeles loop steeles a,,
finch and baylwn dr,,
yorkdale rd inside yor,,
kennedy and eglinton e,43.733246,-79.2625089
old kigston rd and kin,,
bay and breadalbane,43.6636768,-79.385004
lansdowne and glencair,,
parliament - dundas to,43.6596036,-79.3656681
21 keele,43.6555394,-79.460195
5 brahms ave,43.7927125,-79.3578368
kipling and west humbe,,
sheppard west and bake,,
mccowand and finch,,
saulters and lakeshore,,
85 brahms avenue,43.7978211,-79.3601877
neilson and military t,,
bathurst and fort york,,
greenwood and coxwell,,
yonge and drewry ave,,
morningside and fordov,,
park and natal,,
colonel samuel,43.5930315,-79.5140841
eglinton west and duff,,
king and beatty,,
lawrence an bellamy,43.7578769,-79.235463
royal york and yorklei,,
wellsworth and torring,,
shelter bus request,,
qiueens quay and bay,,
yonge and homewood,,
colnel samuel smith pa,,
lakeshore and saulter,,
queen and gladstone,,
weston road,43.7157003,-79.5371249
3612a dufferin street,43.7315,-79.45907
pharmacy and newport,,
westwood square bus te,,
kipling go station,,
highway 427 and airpor,,
royal york and westrid,,
kennedy and bloor,,
8096 aukland rd,43.6381171,-79.537348
wilson and weston,,
675 wilson ave,43.73269,-79.45464
yonge and church,43.6608087,-79.3849397
